DATE,SALES,CUMULATIVE_SALES_ALL,HOLIDAY,Year,Month,DayOfWeek,YearMonth,IPC_VALUE,A,FA,FM,C,CR
2016-06-21,11858387.824,6125300442.391997,False,2016,6,1,2016-06,1.5,1581,0,1,6,0
2016-06-22,11918296.693999998,6137218739.085998,False,2016,6,2,2016-06,1.5,1583,0,0,5,0
2016-06-23,14099203.463999994,6151317942.549997,False,2016,6,3,2016-06,1.5,1586,0,2,0,0
2016-06-24,11191115.533999994,6162509058.083998,False,2016,6,4,2016-06,1.5,1146,3,1,438,0
2016-06-25,20040755.522,6182549813.605998,False,2016,6,5,2016-06,1.5,1584,0,0,4,0
2016-06-26,41653.76799999998,6182591467.373998,False,2016,6,6,2016-06,1.5,0,1,4,1583,0
2016-06-27,14454662.316,6197046129.689998,False,2016,6,0,2016-06,1.5,1581,0,0,7,0
2016-06-28,13316973.228,6210363102.917997,False,2016,6,1,2016-06,1.5,1588,0,0,0,0
2016-06-29,11963569.953999989,6222326672.871997,False,2016,6,2,2016-06,1.5,1516,0,3,69,0
2016-06-30,13283176.315999992,6235609849.187997,False,2016,6,3,2016-06,1.5,1582,0,0,6,0
2016-07-01,17051366.31799999,6252661215.505997,False,2016,7,4,2016-07,2.5,1587,0,0,1,0
2016-07-02,20804473.662,6273465689.167996,False,2016,7,5,2016-07,2.5,1587,1,0,0,0
2016-07-03,123690.76599999996,6273589379.933996,False,2016,7,6,2016-07,2.5,0,8,11,1568,1
2016-07-04,15129339.492,6288718719.425996,False,2016,7,0,2016-07,2.5,1563,1,0,23,1
2016-07-05,13305712.851999998,6302024432.277996,False,2016,7,1,2016-07,2.5,1584,0,0,3,1
2016-07-06,12274332.707999997,6314298764.985996,False,2016,7,2,2016-07,2.5,1587,0,0,0,1
2016-07-07,12623566.357999995,6326922331.343996,False,2016,7,3,2016-07,2.5,1580,0,0,8,1
2016-07-08,15408039.574,6342330370.917996,False,2016,7,4,2016-07,2.5,1588,0,0,0,1
2016-07-09,18955758.832,6361286129.749996,False,2016,7,5,2016-07,2.5,1585,0,3,0,1
2016-07-10,105972.582,6361392102.331996,False,2016,7,6,2016-07,2.5,0,1,14,1573,1
2016-07-11,14942779.965999998,6376334882.297996,False,2016,7,0,2016-07,2.5,1574,0,0,14,1
2016-07-12,12741466.048,6389076348.345996,False,2016,7,1,2016-07,2.5,1584,0,0,4,1
2016-07-13,11796158.897999994,6400872507.243996,False,2016,7,2,2016-07,2.5,1584,0,0,4,1
2016-07-14,12146201.80799999,6413018709.051995,False,2016,7,3,2016-07,2.5,1588,0,0,1,1
2016-07-15,15273170.651999995,6428291879.703996,False,2016,7,4,2016-07,2.5,1584,0,0,5,1
2016-07-16,18350488.948,6446642368.651996,False,2016,7,5,2016-07,2.5,1543,11,23,12,1
2016-07-17,330216.956,6446972585.607996,False,2016,7,6,2016-07,2.5,0,3,49,1536,2
2016-07-18,14801649.200000005,6461774234.807996,False,2016,7,0,2016-07,2.5,1577,0,0,11,2
2016-07-19,12494683.919999989,6474268918.727996,False,2016,7,1,2016-07,2.5,1585,0,0,3,2
2016-07-20,11807964.031999998,6486076882.759995,False,2016,7,2,2016-07,2.5,1583,0,0,6,2
2016-07-21,12203592.990000002,6498280475.749995,False,2016,7,3,2016-07,2.5,1587,0,0,2,2
2016-07-22,15128556.957999997,6513409032.707995,False,2016,7,4,2016-07,2.5,1571,5,1,12,2
2016-07-23,18546271.937999994,6531955304.645995,False,2016,7,5,2016-07,2.5,1586,0,3,0,2
2016-07-24,399465.7919999999,6532354770.437995,False,2016,7,6,2016-07,2.5,0,1,59,1525,5
2016-07-25,12281235.128,6544636005.565995,False,2016,7,0,2016-07,2.5,1282,10,8,286,5
2016-07-26,13429192.868,6558065198.433995,False,2016,7,1,2016-07,2.5,1556,2,0,28,5
2016-07-27,12261091.627999991,6570326290.0619955,False,2016,7,2,2016-07,2.5,1579,2,0,5,5
2016-07-28,12422927.163999995,6582749217.225995,False,2016,7,3,2016-07,2.5,1571,0,0,17,5
2016-07-29,15811197.967999997,6598560415.193995,False,2016,7,4,2016-07,2.5,1585,0,0,4,5
2016-07-30,19753686.054000005,6618314101.247995,False,2016,7,5,2016-07,2.5,1575,1,12,1,5
2016-07-31,524189.90199999977,6618838291.149996,False,2016,7,6,2016-07,2.5,0,1,60,1526,7
2016-08-01,17488502.450000003,6636326793.599996,False,2016,8,0,2016-08,1.8,1577,1,0,9,7
2016-08-02,14286812.701999992,6650613606.301995,False,2016,8,1,2016-08,1.8,1585,0,1,1,7
2016-08-03,12923393.934,6663537000.235995,False,2016,8,2,2016-08,1.8,1577,1,1,8,7
2016-08-04,13273234.052,6676810234.287995,False,2016,8,3,2016-08,1.8,1587,0,0,0,7
2016-08-05,15265176.435999995,6692075410.723995,False,2016,8,4,2016-08,1.8,1556,6,0,25,7
2016-08-06,18055368.158000007,6710130778.881995,False,2016,8,5,2016-08,1.8,1575,0,2,10,7
2016-08-07,520380.456,6710651159.337996,False,2016,8,6,2016-08,1.8,0,1,60,1526,7
2016-08-08,15469507.008,6726120666.345996,False,2016,8,0,2016-08,1.8,1582,0,0,5,7
2016-08-09,13166999.552,6739287665.897996,False,2016,8,1,2016-08,1.8,1586,0,0,1,7
2016-08-10,12791137.483999996,6752078803.381996,False,2016,8,2,2016-08,1.8,1580,0,1,6,7
2016-08-11,12785028.829999998,6764863832.211996,False,2016,8,3,2016-08,1.8,1587,0,0,0,7
2016-08-12,15329325.773999996,6780193157.985996,False,2016,8,4,2016-08,1.8,1579,0,0,8,7
2016-08-13,19310647.33399999,6799503805.319996,False,2016,8,5,2016-08,1.8,1585,0,1,1,7
2016-08-14,617629.9040000001,6800121435.223996,False,2016,8,6,2016-08,1.8,0,2,67,1516,9
2016-08-15,18709166.403144,6818830601.62714,False,2016,8,0,2016-08,1.8,0,152,260,1173,9
2016-08-16,1318716.1883489995,6820149317.815489,False,2016,8,1,2016-08,1.8,1529,5,12,39,9
2016-08-17,16206995.637621593,6836356313.453111,False,2016,8,2,2016-08,1.8,1581,0,0,4,9
2016-08-18,13237909.529010596,6849594222.982121,False,2016,8,3,2016-08,1.8,1582,0,0,3,9
2016-08-19,14670575.947994405,6864264798.930116,False,2016,8,4,2016-08,1.8,1542,1,0,42,9
2016-08-20,16799492.160057597,6881064291.090174,False,2016,8,5,2016-08,1.8,1584,0,1,0,9
2016-08-21,441454.37468159985,6881505745.464855,False,2016,8,6,2016-08,1.8,0,1,46,1537,10
2016-08-22,15352514.52367919,6896858259.988534,False,2016,8,0,2016-08,1.8,1573,0,0,11,10
2016-08-23,12619293.831736196,6909477553.820271,False,2016,8,1,2016-08,1.8,1583,0,0,2,9
2016-08-24,11778772.761512393,6921256326.581783,False,2016,8,2,2016-08,1.8,1567,2,2,14,9
2016-08-25,11778134.3899254,6933034460.971708,False,2016,8,3,2016-08,1.8,1581,0,0,5,8
2016-08-26,14986875.296412593,6948021336.268121,False,2016,8,4,2016-08,1.8,1577,0,3,8,6
2016-08-27,17383783.474289395,6965405119.74241,False,2016,8,5,2016-08,1.8,1579,0,0,9,6
2016-08-28,213590.21317619993,6965618709.9555855,False,2016,8,6,2016-08,1.8,0,1,10,1577,6
2016-08-29,14981407.330679996,6980600117.286265,False,2016,8,0,2016-08,1.8,1556,1,2,29,6
2016-08-30,12949107.192571195,6993549224.478837,False,2016,8,1,2016-08,1.8,1580,1,0,9,4
2016-08-31,12894963.844000004,7006444188.322837,False,2016,8,2,2016-08,1.8,1580,0,0,12,3
2016-09-01,13510182.78,7019954371.102837,False,2016,9,3,2016-09,0.8,1579,0,0,13,3
2016-09-02,15580212.351999998,7035534583.454837,False,2016,9,4,2016-09,0.8,1582,0,0,11,2
2016-09-03,19322640.404,7054857223.858837,False,2016,9,5,2016-09,0.8,1592,0,1,0,2
2016-09-04,65004.621999999974,7054922228.480837,False,2016,9,6,2016-09,0.8,0,1,6,1586,2
2016-09-05,14728545.404,7069650773.884837,False,2016,9,0,2016-09,0.8,1558,0,2,33,2
2016-09-06,13101264.29,7082752038.174837,False,2016,9,1,2016-09,0.8,1587,0,4,2,2
2016-09-07,12768055.493999995,7095520093.668838,False,2016,9,2,2016-09,0.8,1586,1,3,3,2
2016-09-08,10198995.317999989,7105719088.986837,False,2016,9,3,2016-09,0.8,1274,1,2,316,2
2016-09-09,15269080.990000002,7120988169.976837,False,2016,9,4,2016-09,0.8,1552,1,8,32,2
2016-09-10,19004408.964,7139992578.940837,False,2016,9,5,2016-09,0.8,1588,0,4,1,2
2016-09-11,47644.47999999998,7140040223.420836,False,2016,9,6,2016-09,0.8,0,0,0,1592,3
2016-09-12,14570947.177999996,7154611170.598837,False,2016,9,0,2016-09,0.8,1554,0,1,37,3
2016-09-13,12441120.509999998,7167052291.108837,False,2016,9,1,2016-09,0.8,1564,0,2,26,3
2016-09-14,11547379.457999997,7178599670.566837,False,2016,9,2,2016-09,0.8,1561,0,0,31,3
2016-09-15,11457438.503999991,7190057109.070837,False,2016,9,3,2016-09,0.8,1576,0,0,16,3
2016-09-16,14473658.04,7204530767.110837,False,2016,9,4,2016-09,0.8,1571,1,0,21,3
2016-09-17,18542852.06,7223073619.170837,False,2016,9,5,2016-09,0.8,1591,0,0,2,3
2016-09-18,30284.33799999999,7223103903.508838,False,2016,9,6,2016-09,0.8,0,1,0,1592,3
2016-09-19,13281526.137999997,7236385429.646837,False,2016,9,0,2016-09,0.8,1568,1,0,24,3
2016-09-20,11586019.452,7247971449.098837,False,2016,9,1,2016-09,0.8,1591,0,0,2,3
2016-09-21,10661109.729999997,7258632558.828836,False,2016,9,2,2016-09,0.8,1571,0,0,22,3
2016-09-22,11223965.258,7269856524.086837,False,2016,9,3,2016-09,0.8,1590,0,0,3,3
2016-09-23,14442146.155999996,7284298670.242837,False,2016,9,4,2016-09,0.8,1569,0,0,24,3
2016-09-24,17669795.266000003,7301968465.508837,False,2016,9,5,2016-09,0.8,1527,1,2,63,3
2016-09-25,30887.318,7301999352.826837,False,2016,9,6,2016-09,0.8,0,1,0,1592,3
2016-09-26,14157665.227999993,7316157018.054836,False,2016,9,0,2016-09,0.8,1575,0,2,17,2
2016-09-27,12039411.141999995,7328196429.196836,False,2016,9,1,2016-09,0.8,1590,0,0,4,2
2016-09-28,11406666.702,7339603095.898836,False,2016,9,2,2016-09,0.8,1594,0,0,1,2
2016-09-29,11654754.09399999,7351257849.992836,False,2016,9,3,2016-09,0.8,1559,0,0,36,2
2016-09-30,15974669.547999991,7367232519.540836,False,2016,9,4,2016-09,0.8,1589,1,0,7,1
2016-10-01,20779393.52399999,7388011913.0648365,False,2016,10,5,2016-10,0.3,1597,0,0,0,1
2016-10-02,39873.64799999999,7388051786.712836,False,2016,10,6,2016-10,0.3,0,2,0,1595,1
2016-10-03,14384404.865999997,7402436191.578836,False,2016,10,0,2016-10,0.3,1582,0,1,14,1
2016-10-04,12705295.623999998,7415141487.202836,False,2016,10,1,2016-10,0.3,1595,0,0,2,1
2016-10-05,11735220.605999991,7426876707.808836,False,2016,10,2,2016-10,0.3,1585,0,0,12,1
2016-10-06,12021769.995999992,7438898477.804836,False,2016,10,3,2016-10,0.3,1597,0,0,0,1
2016-10-07,14900766.380000005,7453799244.184836,False,2016,10,4,2016-10,0.3,1548,0,0,49,1
2016-10-08,19809483.239999995,7473608727.424836,False,2016,10,5,2016-10,0.3,1595,0,1,1,1
2016-10-09,35066.79000000001,7473643794.214836,False,2016,10,6,2016-10,0.3,0,2,0,1594,2
2016-10-10,14044432.983999996,7487688227.198836,False,2016,10,0,2016-10,0.3,1572,0,0,24,2
2016-10-11,16507753.846,7504195981.044836,False,2016,10,1,2016-10,0.3,1588,0,5,3,2
2016-10-12,25701.428,7504221682.4728365,False,2016,10,2,2016-10,0.3,0,1,0,1594,3
2016-10-13,13918503.061999992,7518140185.534837,False,2016,10,3,2016-10,0.3,1592,0,0,3,3
2016-10-14,15903312.557999998,7534043498.092836,False,2016,10,4,2016-10,0.3,1594,0,0,1,3
2016-10-15,18816131.03,7552859629.122836,False,2016,10,5,2016-10,0.3,1589,0,0,6,3
2016-10-16,26547.90999999999,7552886177.032836,False,2016,10,6,2016-10,0.3,0,1,0,1591,6
2016-10-17,12909768.691999994,7565795945.724836,False,2016,10,0,2016-10,0.3,1580,0,0,12,6
2016-10-18,11373498.187999994,7577169443.912836,False,2016,10,1,2016-10,0.3,1582,0,1,9,6
2016-10-19,10517542.011999996,7587686985.924836,False,2016,10,2,2016-10,0.3,1584,0,0,8,6
2016-10-20,11012851.43,7598699837.354836,False,2016,10,3,2016-10,0.3,1591,0,1,0,6
2016-10-21,14827634.149999993,7613527471.504836,False,2016,10,4,2016-10,0.3,1590,0,0,2,6
2016-10-22,18942589.972000003,7632470061.476836,False,2016,10,5,2016-10,0.3,1590,0,0,2,6
2016-10-23,27649.585999999996,7632497711.062837,False,2016,10,6,2016-10,0.3,0,1,0,1590,7
2016-10-24,12228480.317999996,7644726191.3808365,False,2016,10,0,2016-10,0.3,1573,0,0,18,7
2016-10-25,11964654.724,7656690846.104836,False,2016,10,1,2016-10,0.3,1588,0,0,3,7
2016-10-26,11081574.982,7667772421.086837,False,2016,10,2,2016-10,0.3,1591,0,0,0,7
2016-10-27,11640644.413999995,7679413065.500836,False,2016,10,3,2016-10,0.3,1592,0,0,0,7
2016-10-28,15956801.415999994,7695369866.916837,False,2016,10,4,2016-10,0.3,1595,0,0,0,6
2016-10-29,20371247.30399999,7715741114.220837,False,2016,10,5,2016-10,0.3,1588,0,0,7,6
2016-10-30,33006.628,7715774120.848837,False,2016,10,6,2016-10,0.3,0,1,0,1593,7
2016-10-31,18050291.56799999,7733824412.416837,False,2016,10,0,2016-10,0.3,1585,3,2,4,7
2016-11-01,50250.149999999994,7733874662.566836,False,2016,11,1,2016-11,0.4,0,4,1,1589,7
2016-11-02,15534388.187999994,7749409050.754836,False,2016,11,2,2016-11,0.4,1594,0,0,0,7
2016-11-03,13346012.18,7762755062.934836,False,2016,11,3,2016-11,0.4,1595,0,0,0,7
2016-11-04,16336862.676,7779091925.610836,False,2016,11,4,2016-11,0.4,1595,0,0,0,7
2016-11-05,20751767.353999987,7799843692.964836,False,2016,11,5,2016-11,0.4,1595,0,0,0,7
2016-11-06,29071.14,7799872764.104836,False,2016,11,6,2016-11,0.4,0,1,0,1594,7
2016-11-07,13057801.349999994,7812930565.454837,False,2016,11,0,2016-11,0.4,1595,0,0,0,7
2016-11-08,11665095.275999991,7824595660.730837,False,2016,11,1,2016-11,0.4,1595,0,0,0,7
2016-11-09,10378441.307999998,7834974102.0388365,False,2016,11,2,2016-11,0.4,1520,0,1,74,7
2016-11-10,11874305.107999995,7846848407.146836,False,2016,11,3,2016-11,0.4,1593,0,0,2,7
2016-11-11,15120493.989999996,7861968901.136836,False,2016,11,4,2016-11,0.4,1585,0,0,10,7
2016-11-12,19273077.146,7881241978.282836,False,2016,11,5,2016-11,0.4,1595,0,0,0,7
2016-11-13,28827.48599999999,7881270805.768836,False,2016,11,6,2016-11,0.4,0,1,0,1594,7
2016-11-14,12506292.386,7893777098.154836,False,2016,11,0,2016-11,0.4,1589,0,3,3,7
2016-11-15,11106212.904,7904883311.058836,False,2016,11,1,2016-11,0.4,1592,0,0,4,7
2016-11-16,10485057.961999996,7915368369.020836,False,2016,11,2,2016-11,0.4,1596,0,0,0,7
2016-11-17,10845231.729999997,7926213600.750835,False,2016,11,3,2016-11,0.4,1588,0,0,9,7
2016-11-18,14917364.919999994,7941130965.6708355,False,2016,11,4,2016-11,0.4,1597,0,0,2,5
2016-11-19,18918106.092000008,7960049071.7628355,False,2016,11,5,2016-11,0.4,1599,0,0,0,5
2016-11-20,27362.907999999996,7960076434.6708355,False,2016,11,6,2016-11,0.4,0,1,0,1598,5
2016-11-21,12427567.725999996,7972504002.396835,False,2016,11,0,2016-11,0.4,1596,0,0,3,5
2016-11-22,10912980.863999993,7983416983.260836,False,2016,11,1,2016-11,0.4,1599,0,0,0,5
2016-11-23,10079397.809999997,7993496381.070836,False,2016,11,2,2016-11,0.4,1593,0,0,6,5
2016-11-24,10858440.075999998,8004354821.146836,False,2016,11,3,2016-11,0.4,1599,0,0,1,4
2016-11-25,15448497.475999996,8019803318.622836,False,2016,11,4,2016-11,0.4,1593,0,0,11,3
2016-11-26,20620964.669999987,8040424283.292836,False,2016,11,5,2016-11,0.4,1604,0,0,0,3
2016-11-27,26353.39,8040450636.682837,False,2016,11,6,2016-11,0.4,0,1,0,1602,3
2016-11-28,13217468.242,8053668104.924836,False,2016,11,0,2016-11,0.4,1604,0,0,0,3
2016-11-29,12170282.037999997,8065838386.962836,False,2016,11,1,2016-11,0.4,1603,0,0,4,1
2016-11-30,12285840.985999994,8078124227.948836,False,2016,11,2,2016-11,0.4,1602,0,0,5,1
2016-12-01,13455336.625999987,8091579564.574837,False,2016,12,3,2016-12,0.8,1607,0,0,0,1
2016-12-02,17326092.137999997,8108905656.712836,False,2016,12,4,2016-12,0.8,1610,0,0,0,0
2016-12-03,21597619.508,8130503276.220837,False,2016,12,5,2016-12,0.8,1598,0,12,0,0
2016-12-04,99729.02599999995,8130603005.246837,False,2016,12,6,2016-12,0.8,0,12,0,1598,0
2016-12-05,18837278.897999987,8149440284.144836,False,2016,12,0,2016-12,0.8,1606,1,2,1,0
2016-12-06,165461.02399999998,8149605745.168837,False,2016,12,1,2016-12,0.8,0,11,4,1595,0
2016-12-07,20391019.505999997,8169996764.674836,False,2016,12,2,2016-12,0.8,1598,1,6,5,0
2016-12-08,171468.44199999992,8170168233.116837,False,2016,12,3,2016-12,0.8,0,13,1,1596,0
2016-12-09,19809472.230000004,8189977705.346836,False,2016,12,4,2016-12,0.8,1612,0,0,0,0
2016-12-10,19585258.541999996,8209562963.888836,False,2016,12,5,2016-12,0.8,1608,1,1,2,0
2016-12-11,93238.85199999996,8209656202.740836,False,2016,12,6,2016-12,0.8,0,12,0,1598,0
2016-12-12,14576411.235999994,8224232613.976836,False,2016,12,0,2016-12,0.8,1612,0,0,0,0
2016-12-13,12745522.559999997,8236978136.536837,False,2016,12,1,2016-12,0.8,1609,0,0,3,0
2016-12-14,12012572.114,8248990708.650837,False,2016,12,2,2016-12,0.8,1611,0,0,1,0
2016-12-15,12653431.097999996,8261644139.7488365,False,2016,12,3,2016-12,0.8,1614,0,0,0,0
2016-12-16,15566881.167999998,8277211020.916837,False,2016,12,4,2016-12,0.8,1614,0,0,0,0
2016-12-17,20401284.764,8297612305.680837,False,2016,12,5,2016-12,0.8,1614,0,0,0,0
2016-12-18,120196.68999999994,8297732502.370836,False,2016,12,6,2016-12,0.8,0,11,0,1603,0
2016-12-19,14746075.023999996,8312478577.394836,False,2016,12,0,2016-12,0.8,1614,0,0,0,0
2016-12-20,14923551.095999992,8327402128.490836,False,2016,12,1,2016-12,0.8,1609,0,0,5,0
2016-12-21,15511567.879999995,8342913696.370836,False,2016,12,2,2016-12,0.8,1614,0,0,0,0
2016-12-22,17486579.986,8360400276.356836,False,2016,12,3,2016-12,0.8,1614,0,0,0,0
2016-12-23,24751019.459999993,8385151295.816836,False,2016,12,4,2016-12,0.8,1614,0,0,0,0
2016-12-24,20361870.40599999,8405513166.2228365,False,2016,12,5,2016-12,0.8,1614,0,0,0,0
2016-12-25,0.0,8405513166.2228365,True,2016,12,6,2016-12,0.8,0,0,0,1614,0
2016-12-26,1350963.0639999993,8406864129.286837,False,2016,12,0,2016-12,0.8,161,3,12,1438,0
2016-12-27,15083909.242,8421948038.528836,False,2016,12,1,2016-12,0.8,1613,0,0,1,0
2016-12-28,13497162.47,8435445200.9988365,False,2016,12,2,2016-12,0.8,1612,0,0,2,0
2016-12-29,16015999.136000007,8451461200.134836,False,2016,12,3,2016-12,0.8,1605,0,0,9,0
2016-12-30,23139626.84400001,8474600826.978836,False,2016,12,4,2016-12,0.8,1614,0,0,0,0
2016-12-31,19413535.585999995,8494014362.5648365,False,2016,12,5,2016-12,0.8,1614,0,0,0,0
2017-01-01,0.5800000000000001,8494014363.144836,False,2017,1,6,2017-01,1.0,0,0,0,1614,0
2017-01-02,7948624.794,8501962987.938836,False,2017,1,0,2017-01,1.0,1069,0,0,545,0
2017-01-03,13324859.755999995,8515287847.694836,False,2017,1,1,2017-01,1.0,1614,0,0,0,0
2017-01-04,14005111.934,8529292959.628836,False,2017,1,2,2017-01,1.0,1614,0,0,0,0
2017-01-05,17773049.862000003,8547066009.490836,False,2017,1,3,2017-01,1.0,1614,0,0,0,0
2017-01-06,7559.333999999999,8547073568.824836,True,2017,1,4,2017-01,1.0,0,0,1,1613,0
2017-01-07,20843866.101999983,8567917434.926836,False,2017,1,5,2017-01,1.0,1613,0,0,1,0
2017-01-08,82701.01199999999,8568000135.938836,False,2017,1,6,2017-01,1.0,0,8,0,1604,1
2017-01-09,15528738.278000005,8583528874.216836,False,2017,1,0,2017-01,1.0,1612,0,0,1,1
2017-01-10,13165519.307999998,8596694393.524836,False,2017,1,1,2017-01,1.0,1613,0,0,0,1
2017-01-11,11601039.121999994,8608295432.646835,False,2017,1,2,2017-01,1.0,1613,0,0,0,1
2017-01-12,11485328.499999993,8619780761.146835,False,2017,1,3,2017-01,1.0,1613,0,0,0,1
2017-01-13,14895308.829999998,8634676069.976835,False,2017,1,4,2017-01,1.0,1613,0,0,0,1
2017-01-14,19347555.338,8654023625.314835,False,2017,1,5,2017-01,1.0,1612,0,0,1,1
2017-01-15,27817.924,8654051443.238834,False,2017,1,6,2017-01,1.0,0,1,0,1612,1
2017-01-16,13110017.074,8667161460.312834,False,2017,1,0,2017-01,1.0,1611,0,1,1,1
2017-01-17,11238598.031999998,8678400058.344833,False,2017,1,1,2017-01,1.0,1589,0,0,24,1
2017-01-18,10404551.423999997,8688804609.768833,False,2017,1,2,2017-01,1.0,1613,0,0,0,1
2017-01-19,10528970.013999991,8699333579.782833,False,2017,1,3,2017-01,1.0,1613,0,0,0,1
2017-01-20,14198572.668000003,8713532152.450832,False,2017,1,4,2017-01,1.0,1560,0,0,53,1
2017-01-21,19001468.71600001,8732533621.166832,False,2017,1,5,2017-01,1.0,1613,0,0,0,1
2017-01-22,27544.891999999993,8732561166.058832,False,2017,1,6,2017-01,1.0,0,1,0,1611,1
2017-01-23,12435905.527999995,8744997071.586832,False,2017,1,0,2017-01,1.0,1599,0,0,15,0
2017-01-24,10982122.227999993,8755979193.814833,False,2017,1,1,2017-01,1.0,1608,0,0,6,0
2017-01-25,11275880.853999997,8767255074.668833,False,2017,1,2,2017-01,1.0,1614,0,0,0,0
2017-01-26,11584421.22,8778839495.888832,False,2017,1,3,2017-01,1.0,1614,0,0,0,0
2017-01-27,15070759.810000002,8793910255.698832,False,2017,1,4,2017-01,1.0,1614,0,0,0,0
2017-01-28,19492884.113999993,8813403139.812832,False,2017,1,5,2017-01,1.0,1610,0,0,4,0
2017-01-29,26591.983999999997,8813429731.796831,False,2017,1,6,2017-01,1.0,0,1,0,1611,2
2017-01-30,12984527.331999997,8826414259.128832,False,2017,1,0,2017-01,1.0,1612,0,0,0,2
2017-01-31,12315759.385999992,8838730018.514832,False,2017,1,1,2017-01,1.0,1612,0,0,0,2
2017-02-01,12330847.516000004,8851060866.030832,False,2017,2,2,2017-02,1.7,1612,0,0,0,2
2017-02-02,11925930.283999994,8862986796.314833,False,2017,2,3,2017-02,1.7,1558,0,0,54,2
2017-02-03,15922914.657999992,8878909710.972832,False,2017,2,4,2017-02,1.7,1598,0,0,14,2
2017-02-04,20550305.75999999,8899460016.732832,False,2017,2,5,2017-02,1.7,1611,0,0,1,2
2017-02-05,29302.52799999999,8899489319.260832,False,2017,2,6,2017-02,1.7,0,1,0,1608,5
2017-02-06,13288215.376000002,8912777534.636831,False,2017,2,0,2017-02,1.7,1607,0,0,2,5
2017-02-07,11688461.55799999,8924465996.194832,False,2017,2,1,2017-02,1.7,1609,0,0,0,5
2017-02-08,11034706.847999996,8935500703.042831,False,2017,2,2,2017-02,1.7,1609,0,0,0,5
2017-02-09,11370216.217999997,8946870919.260832,False,2017,2,3,2017-02,1.7,1609,0,0,0,5
2017-02-10,15833384.764,8962704304.024832,False,2017,2,4,2017-02,1.7,1609,0,0,0,5
2017-02-11,19741349.195999995,8982445653.22083,False,2017,2,5,2017-02,1.7,1609,0,0,0,5
2017-02-12,28292.56,8982473945.78083,False,2017,2,6,2017-02,1.7,0,1,0,1606,7
2017-02-13,12825212.653999992,8995299158.43483,False,2017,2,0,2017-02,1.7,1604,0,0,3,7
2017-02-14,11522262.768,9006821421.20283,False,2017,2,1,2017-02,1.7,1607,0,0,0,7
2017-02-15,10339663.023999996,9017161084.22683,False,2017,2,2,2017-02,1.7,1607,0,0,0,7
2017-02-16,11066240.82,9028227325.04683,False,2017,2,3,2017-02,1.7,1607,0,0,0,7
2017-02-17,14696283.955999993,9042923609.002829,False,2017,2,4,2017-02,1.7,1607,0,0,0,7
2017-02-18,18546552.733999997,9061470161.736828,False,2017,2,5,2017-02,1.7,1607,0,0,0,7
2017-02-19,26952.94799999999,9061497114.684828,False,2017,2,6,2017-02,1.7,0,1,0,1601,12
2017-02-20,12575161.687999994,9074072276.372828,False,2017,2,0,2017-02,1.7,1601,0,0,2,11
2017-02-21,11090244.963999994,9085162521.336828,False,2017,2,1,2017-02,1.7,1600,0,0,3,11
2017-02-22,10405127.787999997,9095567649.124828,False,2017,2,2,2017-02,1.7,1603,0,0,0,11
2017-02-23,10994518.379999995,9106562167.504827,False,2017,2,3,2017-02,1.7,1599,0,0,4,11
2017-02-24,14917405.115999997,9121479572.620827,False,2017,2,4,2017-02,1.7,1601,0,0,2,11
2017-02-25,19251935.299999997,9140731507.920826,False,2017,2,5,2017-02,1.7,1602,0,1,0,11
2017-02-26,29632.81,9140761140.730825,False,2017,2,6,2017-02,1.7,0,1,0,1597,16
2017-02-27,15113943.165999994,9155875083.896826,False,2017,2,0,2017-02,1.7,1591,0,2,8,13
2017-02-28,9444521.509999998,9165319605.406826,False,2017,2,1,2017-02,1.7,1151,0,3,447,13
2017-03-01,13268530.785999993,9178588136.192825,False,2017,3,2,2017-03,1.4,1541,0,0,61,12
2017-03-02,13387353.04,9191975489.232826,False,2017,3,3,2017-03,1.4,1600,0,0,2,12
2017-03-03,16701556.685999995,9208677045.918827,False,2017,3,4,2017-03,1.4,1596,0,0,7,11
2017-03-04,21095930.19399999,9229772976.112827,False,2017,3,5,2017-03,1.4,1602,0,1,0,11
2017-03-05,30387.742,9229803363.854828,False,2017,3,6,2017-03,1.4,0,1,0,1596,17
2017-03-06,13378170.437999994,9243181534.292828,False,2017,3,0,2017-03,1.4,1573,0,0,25,16
2017-03-07,11923798.437999994,9255105332.730827,False,2017,3,1,2017-03,1.4,1597,0,0,1,16
2017-03-08,10956418.193999998,9266061750.924828,False,2017,3,2,2017-03,1.4,1593,0,0,5,16
2017-03-09,11474947.411999991,9277536698.336828,False,2017,3,3,2017-03,1.4,1598,0,0,0,16
2017-03-10,15756711.262000002,9293293409.598827,False,2017,3,4,2017-03,1.4,1597,0,0,1,16
2017-03-11,19391961.705999985,9312685371.304827,False,2017,3,5,2017-03,1.4,1596,0,0,2,16
2017-03-12,27734.386,9312713105.690826,False,2017,3,6,2017-03,1.4,0,1,0,1595,18
2017-03-13,13369912.882,9326083018.572826,False,2017,3,0,2017-03,1.4,1598,0,0,0,16
2017-03-14,11817466.969999991,9337900485.542826,False,2017,3,1,2017-03,1.4,1597,0,0,1,16
2017-03-15,10997354.119999995,9348897839.662827,False,2017,3,2,2017-03,1.4,1598,0,0,0,16
2017-03-16,11804050.785999998,9360701890.448826,False,2017,3,3,2017-03,1.4,1601,0,0,0,14
2017-03-17,14722582.846,9375424473.294827,False,2017,3,4,2017-03,1.4,1529,0,0,73,13
